"","date","year","quartly","catalogue","type","sales2","cost2","profit2","area","city"
"737",2013-01-01,2013,"Q1","影音周邊","經濟型",12629.568,14957.127,-2327.559,"北部","新竹縣"
"738",2013-04-01,2013,"Q2","影音周邊","經濟型",12479.846,7275.656,5204.19,"北部","新竹縣"
"739",2013-07-01,2013,"Q3","影音周邊","經濟型",12629.568,5296.184,7333.384,"北部","新竹縣"
"740",2013-10-01,2013,"Q4","影音周邊","經濟型",12479.846,17429.57,-4949.724,"北部","新竹縣"
"741",2013-01-01,2013,"Q1","照相機與攝影機","經濟型",4901.568,4853.075,48.493,"北部","新竹縣"
"742",2013-04-01,2013,"Q2","照相機與攝影機","經濟型",5759.846,4631.515,1128.331,"北部","新竹縣"
"743",2013-07-01,2013,"Q3","照相機與攝影機","經濟型",4901.568,1196.72,3704.848,"北部","新竹縣"
"744",2013-10-01,2013,"Q4","照相機與攝影機","經濟型",5759.846,7377.704,-1617.858,"北部","新竹縣"
"745",2013-01-01,2013,"Q1","行動及無線電話","經濟型",52479.168,20867.182,31611.986,"北部","新竹縣"
"746",2013-04-01,2013,"Q2","行動及無線電話","經濟型",57707.126,46687.495,11019.631,"北部","新竹縣"
"747",2013-07-01,2013,"Q3","行動及無線電話","經濟型",52479.168,56767.315,-4288.147,"北部","新竹縣"
"748",2013-10-01,2013,"Q4","行動及無線電話","經濟型",57707.126,48888.154,8818.972,"北部","新竹縣"
"749",2013-01-01,2013,"Q1","電腦","經濟型",98280,14497.955,83782.045,"北部","新竹縣"
"750",2013-04-01,2013,"Q2","電腦","經濟型",101514,155590.041,-54076.041,"北部","新竹縣"
"751",2013-07-01,2013,"Q3","電腦","經濟型",98280,131007.304,-32727.304,"北部","新竹縣"
"752",2013-10-01,2013,"Q4","電腦","經濟型",101514,37240.473,64273.527,"北部","新竹縣"
"753",2013-01-01,2013,"Q1","遊戲及玩具","經濟型",11742.528,13452.784,-1710.256,"北部","新竹縣"
"754",2013-04-01,2013,"Q2","遊戲及玩具","經濟型",13841.654,16703.632,-2861.978,"北部","新竹縣"
"755",2013-07-01,2013,"Q3","遊戲及玩具","經濟型",11742.528,1769.04,9973.488,"北部","新竹縣"
"756",2013-10-01,2013,"Q4","遊戲及玩具","經濟型",13841.654,14446.825,-605.171,"北部","新竹縣"
"757",2013-01-01,2013,"Q1","家用周邊配件","經濟型",58195.2,49687.195,8508.005,"北部","新竹縣"
"758",2013-04-01,2013,"Q2","家用周邊配件","經濟型",61944.96,29119.149,32825.811,"北部","新竹縣"
"759",2013-01-01,2013,"Q1","音樂、電影及有聲書","經濟型",2327.808,2316.593,11.215,"北部","新竹縣"
"760",2013-04-01,2013,"Q2","音樂、電影及有聲書","經濟型",2578.598,2708.178,-129.58,"北部","新竹縣"
"761",2013-01-01,2013,"Q1","電視及影片","經濟型",17562.048,5619.832,11942.216,"北部","新竹縣"
"762",2013-04-01,2013,"Q2","電視及影片","經濟型",18860.15,13813.004,5047.146,"北部","新竹縣"
"763",2013-07-01,2013,"Q3","家用周邊配件","經濟型",58195.2,20871.173,37324.027,"北部","新竹縣"
"764",2013-10-01,2013,"Q4","家用周邊配件","經濟型",61944.96,16613.025,45331.935,"北部","新竹縣"
"765",2013-07-01,2013,"Q3","音樂、電影及有聲書","經濟型",2327.808,2935.369,-607.561,"北部","新竹縣"
"766",2013-10-01,2013,"Q4","音樂、電影及有聲書","經濟型",2578.598,1533.131,1045.467,"北部","新竹縣"
"767",2013-07-01,2013,"Q3","電視及影片","經濟型",17562.048,2942.61,14619.438,"北部","新竹縣"
"768",2013-10-01,2013,"Q4","電視及影片","經濟型",18860.15,10105.857,8754.293,"北部","新竹縣"
"769",2011-01-01,2011,"Q1","影音周邊","一般型",3781.445,2515.038,1266.407,"北部","新竹縣"
"770",2011-04-01,2011,"Q2","影音周邊","一般型",3391.491,1381.799,2009.692,"北部","新竹縣"
"771",2011-07-01,2011,"Q3","影音周邊","一般型",2835.073,2297.847,537.226,"北部","新竹縣"
"772",2011-10-01,2011,"Q4","影音周邊","一般型",3956.573,5771.453,-1814.88,"北部","新竹縣"
"773",2011-01-01,2011,"Q1","照相機與攝影機","一般型",3108.867,697.169,2411.698,"北部","新竹縣"
"774",2011-04-01,2011,"Q2","照相機與攝影機","一般型",3391.491,1541.45,1850.041,"北部","新竹縣"
"775",2011-07-01,2011,"Q3","照相機與攝影機","一般型",3675.073,1615.019,2060.054,"北部","新竹縣"
"776",2011-10-01,2011,"Q4","照相機與攝影機","一般型",3956.573,1779.968,2176.605,"北部","新竹縣"
"777",2011-01-01,2011,"Q1","行動及無線電話","一般型",31175.025,10574.457,20600.568,"北部","新竹縣"
"778",2011-04-01,2011,"Q2","行動及無線電話","一般型",34009.118,23046.984,10962.134,"北部","新竹縣"
"779",2011-07-01,2011,"Q3","行動及無線電話","一般型",36852.818,10093.529,26759.289,"北部","新竹縣"
"780",2011-10-01,2011,"Q4","行動及無線電話","一般型",39675.637,59348.783,-19673.146,"北部","新竹縣"
"781",2011-01-01,2011,"Q1","電腦","一般型",53973.381,74519.958,-20546.577,"北部","新竹縣"
"782",2011-04-01,2011,"Q2","電腦","一般型",24230.052,12851.145,11378.907,"北部","新竹縣"
"783",2011-07-01,2011,"Q3","電腦","一般型",63803.355,69334.91,-5531.555,"北部","新竹縣"
"784",2011-10-01,2011,"Q4","電腦","一般型",68690.507,93906.147,-25215.64,"北部","新竹縣"
"785",2011-01-01,2011,"Q1","遊戲及玩具","一般型",5430.417,3191.135,2239.282,"北部","新竹縣"
"786",2011-04-01,2011,"Q2","遊戲及玩具","一般型",7630.855,2408.322,5222.533,"北部","新竹縣"
"787",2011-07-01,2011,"Q3","遊戲及玩具","一般型",8268.915,2997.628,5271.287,"北部","新竹縣"
"788",2011-10-01,2011,"Q4","遊戲及玩具","一般型",8902.29,5627.341,3274.949,"北部","新竹縣"
"789",2011-01-01,2011,"Q1","家用周邊配件","一般型",34542.964,42035.96,-7492.996,"北部","新竹縣"
"790",2011-04-01,2011,"Q2","家用周邊配件","一般型",37683.233,27317.542,10365.691,"北部","新竹縣"
"791",2011-07-01,2011,"Q3","家用周邊配件","一般型",40834.147,52402.885,-11568.738,"北部","新竹縣"
"792",2011-10-01,2011,"Q4","家用周邊配件","一般型",43961.924,5477.121,38484.803,"北部","新竹縣"
"793",2011-01-01,2011,"Q1","音樂、電影及有聲書","一般型",1381.719,1953.22,-571.501,"北部","新竹縣"
"794",2011-04-01,2011,"Q2","音樂、電影及有聲書","一般型",1507.329,1033.398,473.931,"北部","新竹縣"
"795",2011-07-01,2011,"Q3","音樂、電影及有聲書","一般型",1633.366,1150.671,482.695,"北部","新竹縣"
"796",2011-10-01,2011,"Q4","音樂、電影及有聲書","一般型",1758.477,2348.859,-590.382,"北部","新竹縣"
"797",2011-01-01,2011,"Q1","電視及影片","一般型",9499.315,14321.186,-4821.871,"北部","新竹縣"
"798",2011-04-01,2011,"Q2","電視及影片","一般型",11399.178,9841.589,1557.589,"北部","新竹縣"
"799",2011-07-01,2011,"Q3","電視及影片","一般型",12352.33,7779.926,4572.404,"北部","新竹縣"
"800",2011-10-01,2011,"Q4","電視及影片","一般型",13298.482,16376.226,-3077.744,"北部","新竹縣"
"801",2012-01-01,2012,"Q1","影音周邊","一般型",3818.242,1291.199,2527.043,"北部","新竹縣"
"802",2012-04-01,2012,"Q2","影音周邊","一般型",3523.705,3010.232,513.473,"北部","新竹縣"
"803",2012-07-01,2012,"Q3","影音周邊","一般型",3423.681,4750.335,-1326.654,"北部","新竹縣"
"804",2012-10-01,2012,"Q4","影音周邊","一般型",3990.95,2843.804,1147.146,"北部","新竹縣"
"805",2012-01-01,2012,"Q1","照相機與攝影機","一般型",3818.242,2805.741,1012.501,"北部","新竹縣"
"806",2012-04-01,2012,"Q2","照相機與攝影機","一般型",4363.705,527.458,3836.247,"北部","新竹縣"
"807",2012-07-01,2012,"Q3","照相機與攝影機","一般型",2863.681,2960.601,-96.92,"北部","新竹縣"
"808",2012-10-01,2012,"Q4","照相機與攝影機","一般型",2590.95,2124.783,466.167,"北部","新竹縣"
"809",2012-01-01,2012,"Q1","行動及無線電話","一般型",38288.477,40680.85,-2392.373,"北部","新竹縣"
"810",2012-04-01,2012,"Q2","行動及無線電話","一般型",43758.26,25462.75,18295.51,"北部","新竹縣"
"811",2012-07-01,2012,"Q3","行動及無線電話","一般型",28716.358,16261.831,12454.527,"北部","新竹縣"
"812",2012-10-01,2012,"Q4","行動及無線電話","一般型",25981.467,17335.801,8645.666,"北部","新竹縣"
"813",2012-01-01,2012,"Q1","電腦","一般型",66288.915,68544.043,-2255.128,"北部","新竹縣"
"814",2012-04-01,2012,"Q2","電腦","一般型",75758.76,105231.327,-29472.567,"北部","新竹縣"
"815",2012-07-01,2012,"Q3","電腦","一般型",49716.686,57949.965,-8233.279,"北部","新竹縣"
"816",2012-10-01,2012,"Q4","電腦","一般型",44981.764,39006.732,5975.032,"北部","新竹縣"
"817",2012-01-01,2012,"Q1","遊戲及玩具","一般型",8591.043,8698.405,-107.362,"北部","新竹縣"
"818",2012-04-01,2012,"Q2","遊戲及玩具","一般型",9818.335,2975.307,6843.028,"北部","新竹縣"
"819",2012-07-01,2012,"Q3","遊戲及玩具","一般型",6443.283,6470.256,-26.973,"北部","新竹縣"
"820",2012-10-01,2012,"Q4","遊戲及玩具","一般型",5829.637,8182.39,-2352.753,"北部","新竹縣"
"821",2012-01-01,2012,"Q1","家用周邊配件","一般型",42424.906,40275.875,2149.031,"北部","新竹縣"
"822",2012-04-01,2012,"Q2","家用周邊配件","一般型",48485.606,27459.933,21025.673,"北部","新竹縣"
"823",2012-07-01,2012,"Q3","家用周邊配件","一般型",31818.679,11951.995,19866.684,"北部","新竹縣"
"824",2012-10-01,2012,"Q4","家用周邊配件","一般型",28788.329,23445.044,5343.285,"北部","新竹縣"
"825",2012-01-01,2012,"Q1","音樂、電影及有聲書","一般型",1696.996,2402.641,-705.645,"北部","新竹縣"
"826",2012-04-01,2012,"Q2","音樂、電影及有聲書","一般型",1939.424,1764.631,174.793,"北部","新竹縣"
"827",2012-07-01,2012,"Q3","音樂、電影及有聲書","一般型",1272.747,771.732,501.015,"北部","新竹縣"
"828",2012-10-01,2012,"Q4","音樂、電影及有聲書","一般型",1151.533,305.868,845.665,"北部","新竹縣"
"829",2012-01-01,2012,"Q1","電視及影片","一般型",12833.534,13066.15,-232.616,"北部","新竹縣"
"830",2012-04-01,2012,"Q2","電視及影片","一般型",14666.896,2671.66,11995.236,"北部","新竹縣"
"831",2012-07-01,2012,"Q3","電視及影片","一般型",9625.151,11725.159,-2100.008,"北部","新竹縣"
"832",2012-10-01,2012,"Q4","電視及影片","一般型",8708.469,12169.744,-3461.275,"北部","新竹縣"
"833",2013-01-01,2013,"Q1","影音周邊","一般型",3883.712,5236.118,-1352.406,"北部","新竹縣"
"834",2013-04-01,2013,"Q2","影音周邊","一般型",3167.898,2423.11,744.788,"北部","新竹縣"
"835",2013-01-01,2013,"Q1","影音周邊","一般型",3883.712,4338.683,-454.971,"北部","新竹縣"
"836",2013-04-01,2013,"Q2","影音周邊","一般型",3167.898,4031.842,-863.944,"北部","新竹縣"
"837",2013-01-01,2013,"Q1","照相機與攝影機","一般型",2483.712,2127.839,355.873,"北部","新竹縣"
"838",2013-04-01,2013,"Q2","照相機與攝影機","一般型",2607.898,3327.775,-719.877,"北部","新竹縣"
"839",2013-07-01,2013,"Q3","照相機與攝影機","一般型",2483.712,3255.167,-771.455,"北部","新竹縣"
"840",2013-10-01,2013,"Q4","照相機與攝影機","一般型",2607.898,648.884,1959.014,"北部","新竹縣"
"841",2013-01-01,2013,"Q1","行動及無線電話","一般型",24906.112,30568.036,-5661.924,"北部","新竹縣"
"842",2013-04-01,2013,"Q2","行動及無線電話","一般型",26151.418,38407.496,-12256.078,"北部","新竹縣"
"843",2013-07-01,2013,"Q3","行動及無線電話","一般型",24906.112,36513.688,-11607.576,"北部","新竹縣"
"844",2013-10-01,2013,"Q4","行動及無線電話","一般型",26151.418,10606.957,15544.461,"北部","新竹縣"
"845",2013-01-01,2013,"Q1","電腦","一般型",43120,65863.397,-22743.397,"北部","新竹縣"
"846",2013-04-01,2013,"Q2","電腦","一般型",45276,25808.96,19467.04,"北部","新竹縣"
"847",2013-07-01,2013,"Q3","電腦","一般型",43120,53774.297,-10654.297,"北部","新竹縣"
"848",2013-10-01,2013,"Q4","電腦","一般型",45276,9653.703,35622.297,"北部","新竹縣"
"849",2013-01-01,2013,"Q1","遊戲及玩具","一般型",5588.352,2610.407,2977.945,"北部","新竹縣"
"850",2013-04-01,2013,"Q2","遊戲及玩具","一般型",5867.77,2831.781,3035.989,"北部","新竹縣"
"851",2013-07-01,2013,"Q3","遊戲及玩具","一般型",5588.352,6614.847,-1026.495,"北部","新竹縣"
"852",2013-10-01,2013,"Q4","遊戲及玩具","一般型",5867.77,4892.471,975.299,"北部","新竹縣"
"853",2013-01-01,2013,"Q1","家用周邊配件","一般型",27596.8,35270.903,-7674.103,"北部","新竹縣"
"854",2013-04-01,2013,"Q2","家用周邊配件","一般型",28976.64,42840.749,-13864.109,"北部","新竹縣"
"855",2013-01-01,2013,"Q1","音樂、電影及有聲書","一般型",1103.872,374.078,729.794,"北部","新竹縣"
"856",2013-04-01,2013,"Q2","音樂、電影及有聲書","一般型",1159.066,1782.734,-623.668,"北部","新竹縣"
"857",2013-01-01,2013,"Q1","電視及影片","一般型",8348.032,1819.786,6528.246,"北部","新竹縣"
"858",2013-04-01,2013,"Q2","電視及影片","一般型",8765.434,13353.578,-4588.144,"北部","新竹縣"
"859",2013-07-01,2013,"Q3","家用周邊配件","一般型",27596.8,3180.51,24416.29,"北部","新竹縣"
"860",2013-10-01,2013,"Q4","家用周邊配件","一般型",28976.64,24066.378,4910.262,"北部","新竹縣"
"861",2013-07-01,2013,"Q3","音樂、電影及有聲書","一般型",1103.872,1487.946,-384.074,"北部","新竹縣"
"862",2013-10-01,2013,"Q4","音樂、電影及有聲書","一般型",1159.066,1517.757,-358.691,"北部","新竹縣"
"863",2013-07-01,2013,"Q3","電視及影片","一般型",8348.032,1006.539,7341.493,"北部","新竹縣"
"864",2013-10-01,2013,"Q4","電視及影片","一般型",8765.434,2337.51,6427.924,"北部","新竹縣"
"865",2011-01-01,2011,"Q1","影音周邊","豪華型",4988.14,7546.135,-2557.995,"中部","台中市"
"866",2011-04-01,2011,"Q2","影音周邊","豪華型",4881.692,3750.52,1131.172,"中部","台中市"
"867",2011-07-01,2011,"Q3","影音周邊","豪華型",3389.878,4205.146,-815.268,"中部","台中市"
"868",2011-10-01,2011,"Q4","影音周邊","豪華型",3415.067,4136.533,-721.466,"中部","台中市"
"869",2011-01-01,2011,"Q1","照相機與攝影機","豪華型",4474.884,7042.686,-2567.802,"中部","台中市"
"870",2011-04-01,2011,"Q2","照相機與攝影機","豪華型",4881.692,2787.004,2094.688,"中部","台中市"
"871",2011-07-01,2011,"Q3","照相機與攝影機","豪華型",3389.878,5036.864,-1646.986,"中部","台中市"
"872",2011-10-01,2011,"Q4","照相機與攝影機","豪華型",3795.067,4021.546,-226.479,"中部","台中市"
"873",2011-01-01,2011,"Q1","行動及無線電話","豪華型",44873.142,7136.248,37736.894,"中部","台中市"
"874",2011-04-01,2011,"Q2","行動及無線電話","豪華型",48952.518,39870.077,9082.441,"中部","台中市"
"875",2011-07-01,2011,"Q3","行動及無線電話","豪華型",34045.723,32963.091,1082.632,"中部","台中市"
"876",2011-10-01,2011,"Q4","行動及無線電話","豪華型",38108.871,12317.263,25791.608,"中部","台中市"
"877",2011-01-01,2011,"Q1","電腦","豪華型",77688.958,73448.529,4240.429,"中部","台中市"
"878",2011-04-01,2011,"Q2","電腦","豪華型",91876.59,106012.676,-14136.086,"中部","台中市"
"879",2011-07-01,2011,"Q3","電腦","豪華型",91838.163,15126.652,76711.511,"中部","台中市"
"880",2011-10-01,2011,"Q4","電腦","豪華型",98872.699,156243.912,-57371.213,"中部","台中市"
"881",2011-01-01,2011,"Q1","遊戲及玩具","豪華型",103968.025,82804.911,21163.114,"中部","台中市"
"882",2011-04-01,2011,"Q2","遊戲及玩具","豪華型",12883.806,18914.482,-6030.676,"中部","台中市"
"883",2011-07-01,2011,"Q3","遊戲及玩具","豪華型",11902.226,14065.392,-2163.166,"中部","台中市"
"884",2011-10-01,2011,"Q4","遊戲及玩具","豪華型",12813.902,4012.252,8801.65,"中部","台中市"
"885",2011-01-01,2011,"Q1","家用周邊配件","豪華型",49720.933,65416.918,-15695.985,"中部","台中市"
"886",2011-04-01,2011,"Q2","家用周邊配件","豪華型",54241.018,42759.115,11481.903,"中部","台中市"
"887",2011-07-01,2011,"Q3","家用周邊配件","豪華型",58776.424,68700.158,-9923.734,"中部","台中市"
"888",2011-10-01,2011,"Q4","家用周邊配件","豪華型",63278.527,17560.68,45717.847,"中部","台中市"
"889",2011-01-01,2011,"Q1","音樂、電影及有聲書","豪華型",1988.837,2348.683,-359.846,"中部","台中市"
"890",2011-04-01,2011,"Q2","音樂、電影及有聲書","豪華型",2169.641,2718.774,-549.133,"中部","台中市"
"891",2011-07-01,2011,"Q3","音樂、電影及有聲書","豪華型",2351.057,1674.514,676.543,"中部","台中市"
"892",2011-10-01,2011,"Q4","音樂、電影及有聲書","豪華型",2531.141,3233.552,-702.411,"中部","台中市"
"893",2011-01-01,2011,"Q1","電視及影片","豪華型",13673.257,16224.32,-2551.063,"中部","台中市"
"894",2011-04-01,2011,"Q2","電視及影片","豪華型",16407.908,6218.892,10189.016,"中部","台中市"
"895",2011-07-01,2011,"Q3","電視及影片","豪華型",17779.868,26819.136,-9039.268,"中部","台中市"
"896",2011-10-01,2011,"Q4","電視及影片","豪華型",19141.754,23669.58,-4527.826,"中部","台中市"
"897",2012-01-01,2012,"Q1","影音周邊","豪華型",5024.872,6684.654,-1659.782,"中部","台中市"
"898",2012-04-01,2012,"Q2","影音周邊","豪華型",5742.711,947.836,4794.875,"中部","台中市"
"899",2012-07-01,2012,"Q3","影音周邊","豪華型",3768.654,751.134,3017.52,"中部","台中市"
"900",2012-10-01,2012,"Q4","影音周邊","豪華型",3303.18,3073.668,229.512,"中部","台中市"
"901",2012-01-01,2012,"Q1","照相機與攝影機","豪華型",5024.872,764.683,4260.189,"中部","台中市"
"902",2012-04-01,2012,"Q2","照相機與攝影機","豪華型",5742.711,3546.474,2196.237,"中部","台中市"
"903",2012-07-01,2012,"Q3","照相機與攝影機","豪華型",3768.654,1923.846,1844.808,"中部","台中市"
"904",2012-10-01,2012,"Q4","照相機與攝影機","豪華型",3303.18,1051.768,2251.412,"中部","台中市"
"905",2012-01-01,2012,"Q1","行動及無線電話","豪華型",50388.299,66274.668,-15886.369,"中部","台中市"
"906",2012-04-01,2012,"Q2","行動及無線電話","豪華型",57586.628,81707.847,-24121.219,"中部","台中市"
"907",2012-07-01,2012,"Q3","行動及無線電話","豪華型",37791.224,57054.982,-19263.758,"中部","台中市"
"908",2012-10-01,2012,"Q4","行動及無線電話","豪華型",33123.558,51532.034,-18408.476,"中部","台中市"
"909",2012-01-01,2012,"Q1","電腦","豪華型",87237.36,92888.219,-5650.859,"中部","台中市"
"910",2012-04-01,2012,"Q2","電腦","豪華型",99699.84,85230.949,14468.891,"中部","台中市"
"911",2012-07-01,2012,"Q3","電腦","豪華型",84428.02,125394.654,-40966.634,"中部","台中市"
"912",2012-10-01,2012,"Q4","電腦","豪華型",95346.881,68755.204,26591.677,"中部","台中市"
"913",2012-01-01,2012,"Q1","遊戲及玩具","豪華型",11305.962,9599.529,1706.433,"中部","台中市"
"914",2012-04-01,2012,"Q2","遊戲及玩具","豪華型",12921.099,9558.176,3362.923,"中部","台中市"
"915",2012-07-01,2012,"Q3","遊戲及玩具","豪華型",12279.471,6626.473,5652.998,"中部","台中市"
"916",2012-10-01,2012,"Q4","遊戲及玩具","豪華型",13132.156,10886.432,2245.724,"中部","台中市"
"917",2012-01-01,2012,"Q1","家用周邊配件","豪華型",55831.91,82673.888,-26841.978,"中部","台中市"
"918",2012-04-01,2012,"Q2","家用周邊配件","豪華型",63807.898,8634.242,55173.656,"中部","台中市"
"919",2012-07-01,2012,"Q3","家用周邊配件","豪華型",60873.933,82128.874,-21254.941,"中部","台中市"
"920",2012-10-01,2012,"Q4","家用周邊配件","豪華型",74702.004,108918.846,-34216.842,"中部","台中市"
"921",2012-01-01,2012,"Q1","音樂、電影及有聲書","豪華型",2233.276,2569.544,-336.268,"中部","台中市"
"922",2012-04-01,2012,"Q2","音樂、電影及有聲書","豪華型",2552.316,2372.762,179.554,"中部","台中市"
"923",2012-07-01,2012,"Q3","音樂、電影及有聲書","豪華型",2244.957,3230.808,-985.851,"中部","台中市"
"924",2012-10-01,2012,"Q4","音樂、電影及有聲書","豪華型",2228.08,2520.609,-292.529,"中部","台中市"
"925",2012-01-01,2012,"Q1","電視及影片","豪華型",16889.153,17869.854,-980.701,"中部","台中市"
"926",2012-04-01,2012,"Q2","電視及影片","豪華型",19301.887,8012.868,11289.019,"中部","台中市"
"927",2012-07-01,2012,"Q3","電視及影片","豪華型",18366.865,21578.342,-3211.477,"中部","台中市"
"928",2012-10-01,2012,"Q4","電視及影片","豪華型",11102.356,12864.491,-1762.135,"中部","台中市"
"929",2013-01-01,2013,"Q1","影音周邊","豪華型",4606.938,1627.72,2979.218,"中部","台中市"
"930",2013-04-01,2013,"Q2","影音周邊","豪華型",4747.034,904.574,3842.46,"中部","台中市"
"931",2013-07-01,2013,"Q3","影音周邊","豪華型",4606.938,5013.015,-406.077,"中部","台中市"
"932",2013-10-01,2013,"Q4","影音周邊","豪華型",4747.034,1477.869,3269.165,"中部","台中市"
"933",2013-01-01,2013,"Q1","照相機與攝影機","豪華型",4606.938,5639.812,-1032.874,"中部","台中市"
"934",2013-04-01,2013,"Q2","照相機與攝影機","豪華型",2942.034,2125.349,816.685,"中部","台中市"
"935",2013-01-01,2013,"Q1","照相機與攝影機","豪華型",4606.938,1111.651,3495.287,"中部","台中市"
"936",2013-04-01,2013,"Q2","照相機與攝影機","豪華型",2942.034,979.683,1962.351,"中部","台中市"
"937",2013-01-01,2013,"Q1","行動及無線電話","豪華型",28097.208,34642.432,-6545.224,"中部","台中市"
"938",2013-04-01,2013,"Q2","行動及無線電話","豪華型",29502.068,5987.584,23514.484,"中部","台中市"
"939",2013-07-01,2013,"Q3","行動及無線電話","豪華型",28097.208,26123.634,1973.574,"中部","台中市"
"940",2013-10-01,2013,"Q4","行動及無線電話","豪華型",29502.068,37142.234,-7640.166,"中部","台中市"
"941",2013-01-01,2013,"Q1","電腦","豪華型",48644.75,12234.363,36410.387,"中部","台中市"
"942",2013-04-01,2013,"Q2","電腦","豪華型",51076.988,8175.913,42901.075,"中部","台中市"
"943",2013-07-01,2013,"Q3","電腦","豪華型",48644.75,23030.615,25614.135,"中部","台中市"
"944",2013-10-01,2013,"Q4","電腦","豪華型",51076.988,70489.145,-19412.157,"中部","台中市"
"945",2013-01-01,2013,"Q1","遊戲及玩具","豪華型",6304.36,4092.856,2211.504,"中部","台中市"
"946",2013-04-01,2013,"Q2","遊戲及玩具","豪華型",6619.578,6295.516,324.062,"中部","台中市"
"947",2013-07-01,2013,"Q3","遊戲及玩具","豪華型",6304.36,3247.626,3056.734,"中部","台中市"
"948",2013-10-01,2013,"Q4","遊戲及玩具","豪華型",6619.578,1222.523,5397.055,"中部","台中市"
"949",2013-01-01,2013,"Q1","家用周邊配件","豪華型",31132.64,35281.145,-4148.505,"中部","台中市"
"950",2013-04-01,2013,"Q2","家用周邊配件","豪華型",32689.272,46776.152,-14086.88,"中部","台中市"
"951",2013-01-01,2013,"Q1","音樂、電影及有聲書","豪華型",1245.306,1833.691,-588.385,"中部","台中市"
"952",2013-04-01,2013,"Q2","音樂、電影及有聲書","豪華型",1307.571,1528.698,-221.127,"中部","台中市"
"953",2013-01-01,2013,"Q1","電視及影片","豪華型",9417.624,13295.074,-3877.45,"中部","台中市"
"954",2013-04-01,2013,"Q2","電視及影片","豪華型",9888.505,12963.434,-3074.929,"中部","台中市"
"955",2013-07-01,2013,"Q3","家用周邊配件","豪華型",31132.64,14052.986,17079.654,"中部","台中市"
"956",2013-10-01,2013,"Q4","家用周邊配件","豪華型",32689.272,9401.277,23287.995,"中部","台中市"
"957",2013-07-01,2013,"Q3","音樂、電影及有聲書","豪華型",1245.306,1614.508,-369.202,"中部","台中市"
"958",2013-10-01,2013,"Q4","音樂、電影及有聲書","豪華型",1307.571,1449.692,-142.121,"中部","台中市"
"959",2013-07-01,2013,"Q3","電視及影片","豪華型",9417.624,12495.541,-3077.917,"中部","台中市"
"960",2013-10-01,2013,"Q4","電視及影片","豪華型",9888.505,6984.824,2903.681,"中部","台中市"
"961",2011-01-01,2011,"Q1","影音周邊","經濟型",7388.871,10150.288,-2761.417,"中部","台中市"
"962",2011-04-01,2011,"Q2","影音周邊","經濟型",8263.261,2784.022,5479.239,"中部","台中市"
"963",2011-07-01,2011,"Q3","影音周邊","經濟型",7876.46,6469.375,1407.085,"中部","台中市"
"964",2011-10-01,2011,"Q4","影音周邊","經濟型",9386.919,8981.041,405.878,"中部","台中市"
"965",2011-01-01,2011,"Q1","照相機與攝影機","經濟型",4851.322,2790.567,2060.755,"中部","台中市"
"966",2011-04-01,2011,"Q2","照相機與攝影機","經濟型",4463.261,3404.426,1058.835,"中部","台中市"
"967",2011-07-01,2011,"Q3","照相機與攝影機","經濟型",4836.46,4034.787,801.673,"中部","台中市"
"968",2011-10-01,2011,"Q4","照相機與攝影機","經濟型",5206.919,599,4607.919,"中部","台中市"
"969",2011-01-01,2011,"Q1","行動及無線電話","經濟型",41026.873,45293.631,-4266.758,"中部","台中市"
"970",2011-04-01,2011,"Q2","行動及無線電話","經濟型",44756.588,9557.401,35199.187,"中部","台中市"
"971",2011-07-01,2011,"Q3","行動及無線電話","經濟型",48498.946,32991.933,15507.013,"中部","台中市"
"972",2011-10-01,2011,"Q4","行動及無線電話","經濟型",52213.825,75487.054,-23273.229,"中部","台中市"
"973",2011-01-01,2011,"Q1","電腦","經濟型",71029.904,99188.583,-28158.679,"中部","台中市"
"974",2011-04-01,2011,"Q2","電腦","經濟型",31887.168,31596.821,290.347,"中部","台中市"
"975",2011-07-01,2011,"Q3","電腦","經濟型",83966.32,82298.942,1667.378,"中部","台中市"
"976",2011-10-01,2011,"Q4","電腦","經濟型",90397.896,46753.242,43644.654,"中部","台中市"
"977",2011-01-01,2011,"Q1","遊戲及玩具","經濟型",6570.765,6752.176,-181.411,"中部","台中市"
"978",2011-04-01,2011,"Q2","遊戲及玩具","經濟型",10042.337,3536.029,6506.308,"中部","台中市"
"979",2011-07-01,2011,"Q3","遊戲及玩具","經濟型",10882.035,6300.021,4582.014,"中部","台中市"
"980",2011-10-01,2011,"Q4","遊戲及玩具","經濟型",11715.567,1379.639,10335.928,"中部","台中市"
"981",2011-01-01,2011,"Q1","家用周邊配件","經濟型",45459.139,68086.509,-22627.37,"中部","台中市"
"982",2011-04-01,2011,"Q2","家用周邊配件","經濟型",49591.788,15807.801,33783.987,"中部","台中市"
"983",2011-07-01,2011,"Q3","家用周邊配件","經濟型",53738.445,25766.176,27972.269,"中部","台中市"
"984",2011-10-01,2011,"Q4","家用周邊配件","經濟型",57854.653,66608.41,-8753.757,"中部","台中市"
"985",2011-01-01,2011,"Q1","音樂、電影及有聲書","經濟型",1818.366,2037.488,-219.122,"中部","台中市"
"986",2011-04-01,2011,"Q2","音樂、電影及有聲書","經濟型",1983.671,1167.322,816.349,"中部","台中市"
"987",2011-07-01,2011,"Q3","音樂、電影及有聲書","經濟型",2149.538,2684.236,-534.698,"中部","台中市"
